chr,start_div_100,Normal_count1,Normal_count2,Normal_count3,Normal_count4,Normal_count5,Normal_count6,Normal_count7,Normal_count8,Normal_count9,Normal_count10,GBM_count1,GBM_count2,GBM_count3,GBM_count4,GBM_count5,GBM_count6,GBM_count7,GBM_count8,GBM_count9,GBM_count10
5,1804843,7,7,4,3,5,7,5,4,3,4,4,4,4,4,4,2,4,4,4,4
5,1804844,5,3,2,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2
5,1804945,3,19,14,18,11,19,8,13,19,14,3,14,8,3,3,4,3,13,3,3
5,1804948,9,9,19,19,19,9,19,19,19,19,19,19,9,19,19,19,19,19,19,19
5,1804949,8,8,9,7,9,8,9,7,13,9,25,29,20,25,29,29,29,25,25,25
5,1804950,7,6,6,8,7,6,7,9,14,6,6,14,15,6,14,15,14,6,6,6
5,1805904,11,9,4,4,12,9,11,3,6,4,6,3,3,8,8,12,8,11,8,8
5,1805907,13,6,13,14,11,6,15,9,14,13,11,11,11,11,11,11,13,11,11,11
5,1805908,11,6,12,12,11,6,12,6,11,12,12,12,12,13,12,13,13,12,12,12
5,1805909,10,24,28,23,10,24,8,18,15,28,15,16,24,24,30,30,30,24,24,24
5,1805912,13,7,10,8,9,7,16,3,8,10,14,4,8,16,10,10,10,10,10,16
5,1805913,26,13,26,26,26,13,13,26,26,26,26,26,26,26,26,26,26,26,26,26
5,1805915,14,14,6,14,1,14,6,1,7,6,8,8,7,7,8,14,14,14,10,14
5,1805984,2,3,3,3,3,3,4,1,2,3,3,4,3,4,4,4,3,3,4,4
5,1806141,6,5,5,5,5,5,3,5,5,5,4,4,5,4,4,4,4,5,4,5
5,1806192,16,27,21,28,11,27,31,16,15,21,15,11,15,21,21,15,21,17,21,20
5,1806211,14,5,5,16,4,5,16,5,9,5,6,6,6,6,6,6,8,6,6,6
5,1806213,9,7,6,13,12,7,14,1,7,6,6,6,6,6,6,7,6,6,6,6
5,1806214,9,5,4,9,5,5,10,5,3,4,4,4,4,5,5,5,5,5,4,5
5,1806215,9,8,6,9,15,8,16,8,15,6,8,8,8,15,15,7,15,7,8,14
5,1806246,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1
5,1806247,1,2,2,1,3,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1
5,1806290,4,4,4,8,4,4,2,4,4,4,4,9,8,8,4,8,8,4,4,4
5,1806324,4,1,1,2,1,1,2,1,3,1,1,1,1,1,1,2,1,1,2,2
5,1806412,7,7,7,3,7,7,7,6,3,7,4,7,7,4,4,4,7,4,4,4
5,1806434,4,3,3,6,6,3,4,3,6,3,3,3,3,3,3,3,3,3,3,3
5,1806449,6,1,1,6,6,1,3,4,3,1,3,3,3,3,3,3,3,3,3,3
5,1806450,7,2,1,5,6,2,4,3,2,1,2,2,5,2,4,2,3,4,2,2
5,1806488,16,8,15,16,8,8,9,7,8,15,15,17,17,17,17,17,17,15,15,15
5,1806489,19,7,15,15,15,7,7,8,7,15,22,18,18,18,20,19,24,17,20,18
5,1806490,4,13,13,14,16,13,27,16,24,13,17,17,14,17,25,31,28,18,28,14
5,1806491,12,12,12,12,13,12,23,27,11,12,26,22,10,25,10,28,26,22,26,13
5,1806494,17,23,23,23,28,23,17,9,23,23,17,22,8,23,17,17,17,23,23,17
5,1806495,21,20,30,24,11,20,30,5,12,30,11,20,16,21,20,21,20,11,21,21
5,1806593,12,5,12,12,6,5,11,1,12,12,13,6,6,7,6,6,6,6,6,6
5,1806720,6,2,2,6,3,2,6,6,3,2,1,1,1,1,1,1,1,1,1,1
5,1806739,28,15,17,28,12,15,9,14,13,17,18,18,28,28,28,18,28,28,18,18
5,1806740,38,30,26,38,19,30,26,19,31,26,27,27,38,38,38,38,38,27,27,27
5,1806741,16,9,5,16,9,9,8,7,13,5,7,7,16,16,16,16,16,4,4,4
5,1806750,4,4,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2
5,1806751,4,3,3,4,2,3,1,2,2,3,1,1,2,1,1,2,2,1,1,1
5,1807918,8,2,5,5,10,2,5,5,10,5,3,3,3,3,5,3,9,3,3,3
5,1807923,3,8,7,7,10,8,11,11,8,7,8,3,3,8,3,15,7,3,7,8
5,1807924,11,10,10,10,14,10,14,11,11,10,14,11,14,20,16,14,14,11,11,14
5,1808024,14,8,4,4,11,8,3,6,7,4,11,11,11,11,11,11,11,11,11,11
5,1808025,12,5,6,8,7,5,2,8,7,6,9,13,12,12,12,12,15,15,12,12
5,1808100,32,23,23,31,32,23,16,5,16,23,20,32,28,32,32,32,32,32,28,16
5,1808101,6,5,5,9,5,5,4,1,2,5,6,10,10,10,10,10,10,10,10,6
5,1808102,10,4,4,16,6,4,14,4,6,4,4,4,4,4,4,4,4,4,4,4
5,1808110,18,12,5,18,9,12,14,6,5,5,9,18,9,19,9,19,10,19,9,9
5,1808111,3,2,2,3,1,2,3,1,2,2,3,5,3,5,3,5,3,5,3,3
5,1808616,3,4,4,7,4,4,4,3,7,4,7,7,7,8,4,7,7,7,4,3
5,1808617,8,7,7,10,2,7,2,8,5,7,10,5,10,6,7,15,10,10,7,13
5,1810387,3,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1
5,1810526,1,8,7,12,8,8,8,8,8,7,16,12,12,6,9,23,15,1,19,23
5,1810532,29,13,13,31,28,13,28,16,28,13,26,29,29,29,29,31,29,26,29,29
5,1810536,7,7,7,13,12,7,5,5,12,7,5,5,5,5,5,5,5,5,5,5
5,1810537,7,10,10,8,12,10,2,6,12,10,1,5,5,5,5,5,5,2,5,1
5,1810556,5,1,1,3,8,1,8,4,8,1,5,5,5,9,5,5,9,9,4,5
5,1810592,10,1,7,10,5,1,15,8,7,7,4,7,4,7,4,7,7,7,5,4
5,1810593,22,21,16,22,8,21,32,12,16,16,16,12,16,32,16,22,22,12,26,15
5,1810594,28,12,18,28,28,12,28,27,28,18,14,28,28,28,28,28,28,14,28,14
5,1810596,20,10,15,20,8,10,12,7,4,15,12,12,12,12,12,12,13,12,12,9
5,1810597,15,12,14,15,4,12,10,13,9,14,13,13,14,13,13,14,13,13,10,10
5,1810598,8,17,9,8,10,17,8,17,8,9,17,17,17,17,17,17,17,17,8,8
5,1810708,8,5,5,5,3,5,2,3,3,5,7,6,3,6,3,3,3,6,6,3
5,1811224,11,4,7,11,3,4,7,3,7,7,6,6,6,6,9,6,6,6,6,6
5,1811275,8,1,1,1,1,1,1,8,1,1,1,1,1,2,1,1,1,1,1,1
5,1811530,6,6,6,5,3,6,7,2,1,6,2,2,2,2,2,2,2,2,2,2
5,1811531,8,3,3,4,5,3,8,1,2,3,1,1,1,1,1,1,1,1,1,1
5,1811647,10,8,10,10,10,8,5,10,5,10,14,9,7,14,13,9,14,8,13,11
5,1811744,4,7,7,2,5,7,6,5,5,7,5,5,5,5,5,5,5,2,5,2
5,1811745,3,6,5,4,5,6,6,6,6,5,6,6,6,6,6,6,6,3,6,4
5,1811829,8,3,4,8,1,3,4,4,1,4,1,1,1,1,1,4,1,1,1,1
5,1811884,14,14,12,14,9,14,11,11,9,12,5,5,5,6,6,5,5,5,5,5
5,1811885,4,4,4,4,2,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4
5,1811886,3,3,3,3,3,3,5,2,3,3,2,2,2,2,2,5,2,2,2,5
5,1811900,10,3,1,6,1,3,1,1,2,1,1,1,3,1,1,3,1,5,1,1
5,1811901,10,10,8,10,3,10,5,8,6,8,3,3,5,3,3,5,3,3,3,3
5,1811904,14,9,13,9,3,9,5,14,3,13,7,3,3,7,7,12,7,4,3,7
5,1812047,13,4,4,16,11,4,7,7,8,4,5,9,4,16,9,7,11,13,11,7
5,1812048,20,19,20,16,24,19,24,16,12,20,17,9,9,24,17,21,24,20,16,16
5,1812049,12,11,12,15,17,11,24,6,5,12,27,22,22,28,28,28,28,20,21,22
5,1812050,13,11,11,21,14,11,20,3,11,11,15,13,20,24,21,22,22,21,9,20
5,1812052,3,12,10,3,6,12,4,5,2,10,8,12,9,13,9,9,9,6,7,9
5,1812053,11,18,18,11,9,18,4,3,6,18,4,12,12,12,12,12,12,8,12,12
5,1812067,9,9,9,9,9,9,4,5,5,9,9,9,5,9,9,9,9,9,9,4
5,1812179,7,9,9,7,6,9,8,4,6,9,3,3,3,7,3,3,3,3,3,3
5,1812180,5,5,3,5,3,5,5,2,3,3,3,3,3,5,3,3,3,3,3,3
5,1812187,9,9,7,12,12,9,12,9,9,7,3,8,3,8,8,3,8,8,8,3
5,1812337,1,2,2,6,1,2,4,3,3,2,2,2,2,2,3,2,2,3,2,2
5,1812436,16,16,16,16,16,16,16,15,16,16,9,8,9,9,9,9,9,9,9,8
5,1812470,9,7,7,9,4,7,6,4,3,7,7,7,3,7,7,7,7,7,3,3
5,1812471,7,8,8,8,4,8,8,4,4,8,7,7,4,8,7,7,7,7,4,4
5,1812543,1,1,1,3,3,1,4,2,3,1,2,2,2,2,2,2,3,2,2,2
5,1812544,8,8,7,14,14,8,14,7,9,7,6,7,7,7,7,7,13,6,6,6
5,1812617,13,13,13,13,13,13,6,6,13,13,13,13,13,13,13,13,13,6,6,6
5,1812618,18,14,13,17,15,14,9,9,13,13,18,18,18,18,18,18,18,11,11,11
5,1812619,15,14,14,9,11,14,7,7,6,14,12,14,14,15,14,14,14,14,11,11
5,1812652,5,5,5,5,2,5,3,5,2,5,2,5,2,2,2,4,4,2,2,2
5,1812653,3,3,3,3,3,3,1,1,3,3,2,3,2,2,2,2,3,2,2,2
6,1482,10,13,17,10,7,13,23,16,13,17,6,10,6,10,6,22,13,6,12,19
6,1795,5,4,2,5,3,4,6,2,2,2,4,2,2,4,2,4,4,2,4,2
6,1796,7,6,2,12,11,6,12,4,10,2,5,5,1,5,9,9,5,1,1,5
6,2199,5,1,1,4,2,1,4,5,2,1,3,1,3,3,3,1,1,3,1,1
6,2921,15,15,15,21,7,15,18,15,7,15,17,20,8,18,17,20,15,15,17,15
6,2922,12,11,11,11,6,11,12,11,6,11,11,11,5,11,11,11,11,11,11,11
6,2925,21,17,17,21,9,17,17,20,17,17,9,9,17,17,17,9,17,12,9,9
6,2926,17,24,9,9,4,24,18,9,17,9,13,13,9,26,18,13,18,20,4,4
6,2932,12,12,12,12,5,12,6,10,3,12,3,5,3,5,5,5,5,5,3,5
6,3016,4,2,4,2,3,2,2,2,1,4,1,2,1,1,1,1,1,1,1,1
6,3017,3,3,3,6,6,3,6,3,6,3,3,3,3,3,3,3,3,3,3,3
6,3141,6,2,6,3,6,2,5,6,6,6,3,3,3,3,3,3,3,3,3,3
6,3480,8,1,2,3,2,1,2,1,2,2,3,3,2,3,3,2,3,3,3,3
6,3489,14,7,11,14,13,7,14,14,7,11,7,7,7,7,14,14,14,7,14,13
6,3490,6,6,1,12,2,6,2,7,9,1,1,1,1,1,1,1,1,1,1,1
6,3586,5,5,5,4,1,5,4,4,4,5,3,3,3,3,3,3,3,3,3,3
6,3619,4,3,3,2,3,3,2,2,1,3,3,3,1,3,3,3,3,1,1,1
6,3620,12,11,9,11,9,11,5,5,5,9,9,9,9,9,9,9,9,11,11,9
6,3750,4,3,3,3,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1
6,3751,8,4,4,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4
6,3752,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,3787,7,4,4,7,3,4,7,7,3,4,4,4,4,7,4,4,4,4,4,4
6,3788,4,2,3,5,1,2,4,4,1,3,1,1,1,1,1,1,1,1,1,1
6,3870,5,3,5,7,6,3,7,7,6,5,4,2,2,4,2,2,2,2,2,2
6,3919,19,3,2,19,10,3,11,11,3,2,10,14,20,22,15,21,22,13,20,20
6,3920,20,20,10,20,19,20,20,19,19,10,10,20,20,20,20,20,20,20,10,11
6,3921,5,11,12,12,1,11,12,7,6,12,6,12,12,11,11,12,12,11,6,11
6,3922,13,1,9,18,13,1,14,9,10,9,10,14,14,14,10,17,18,5,10,10
6,3930,12,8,10,8,8,8,8,13,3,10,13,13,8,13,10,12,15,6,10,18
6,3931,33,27,16,33,31,27,5,18,31,16,33,33,33,33,30,33,29,15,30,12
6,4241,14,8,14,14,4,8,8,12,6,14,7,5,13,11,13,7,13,5,7,6
6,4356,5,6,5,5,5,6,8,5,5,5,3,5,3,3,5,5,5,5,3,3
6,4357,5,5,5,5,5,5,5,5,5,5,2,8,5,2,8,5,8,9,5,5
6,4358,1,12,1,6,1,12,7,7,6,1,13,21,20,19,14,19,14,19,14,14
6,4469,10,3,1,2,3,3,3,4,3,1,2,2,2,2,2,2,2,2,2,2
6,4470,4,4,3,2,3,4,4,1,4,3,1,1,1,1,1,1,1,1,1,1
6,4501,10,5,6,10,5,5,5,12,5,6,6,5,1,5,6,13,6,4,5,9
6,5897,5,5,2,3,5,5,4,2,6,2,3,3,2,3,3,3,3,3,3,3
6,6568,30,14,27,28,11,14,30,30,2,27,27,28,29,30,29,30,30,27,27,27
6,6933,6,6,6,6,1,6,5,5,6,6,6,6,6,6,6,6,6,6,5,6
6,10034,3,6,5,8,2,6,8,3,3,5,1,1,1,1,1,1,1,1,1,1
6,10037,8,7,7,8,1,7,8,7,3,7,1,5,4,8,1,8,8,5,1,1
6,10038,8,6,6,6,3,6,6,5,3,6,1,1,2,4,1,4,2,1,1,1
6,10039,16,13,16,8,16,13,14,8,8,16,8,8,8,8,8,8,8,8,8,8
6,10040,5,8,10,3,5,8,8,2,2,10,3,3,3,3,3,3,7,3,3,3
6,10070,3,1,2,3,2,1,3,3,2,2,3,3,1,3,3,3,3,3,1,3
6,10171,2,3,2,4,6,3,3,1,6,2,2,3,2,3,4,2,2,2,2,2
6,10263,6,5,5,6,5,5,7,5,4,5,1,1,1,1,1,1,1,1,1,1
6,10394,10,5,5,10,5,5,5,10,5,5,10,10,10,10,10,10,10,10,5,5
6,10805,12,12,6,10,5,12,12,5,10,6,10,10,7,10,10,10,10,10,4,6
6,11342,3,5,6,8,7,5,6,6,5,6,3,4,4,7,7,4,7,4,3,3
6,12450,6,2,5,4,8,2,5,2,8,5,6,6,4,6,6,6,6,6,2,5
6,12829,2,3,3,8,4,3,8,7,6,3,4,3,1,4,4,4,3,3,3,3
6,12830,8,8,6,8,1,8,4,5,1,6,5,3,5,5,5,3,3,3,3,3
6,13122,18,11,9,18,11,11,18,16,18,9,16,15,8,16,16,16,16,9,8,8
6,13123,12,4,5,5,6,4,12,8,12,5,8,8,6,8,9,8,8,2,6,6
6,13126,15,8,2,9,8,8,14,6,8,2,8,8,8,8,2,2,2,2,2,8
6,13134,21,21,21,10,10,21,21,9,21,21,30,21,19,10,30,19,21,10,19,28
6,13135,11,22,12,10,6,22,12,9,7,12,22,22,15,15,22,15,22,15,15,15
6,13136,37,37,19,39,18,37,19,19,17,19,37,37,37,37,37,37,37,37,37,37
6,13174,18,18,18,14,14,18,18,9,14,18,4,4,9,15,10,15,9,15,15,11
6,13784,10,10,2,18,15,10,15,10,18,2,8,20,8,11,13,8,20,9,11,11
6,13786,12,7,4,7,10,7,12,9,14,4,4,9,8,10,10,4,17,10,5,5
6,13799,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
6,13817,26,11,14,26,7,11,17,4,4,14,14,17,14,17,17,17,17,17,14,17
6,13818,17,17,8,17,17,17,17,8,8,8,8,20,8,19,20,22,19,19,8,22
6,13841,6,8,18,13,14,8,12,7,13,18,13,13,13,20,20,26,20,20,13,20
6,13842,9,17,10,17,8,17,17,9,18,10,10,10,9,18,9,18,1,9,8,1
6,13843,10,22,11,14,14,22,7,4,6,11,10,10,11,16,12,18,12,11,19,15
6,13845,7,4,4,7,4,4,3,7,5,4,7,7,7,7,7,7,7,4,4,3
6,13891,11,16,16,5,11,16,15,11,5,16,5,10,5,16,10,11,10,5,5,5
6,13896,14,13,9,3,11,13,12,20,10,9,17,23,30,29,23,25,25,17,24,24
6,13897,23,28,14,10,14,28,13,5,14,14,14,19,19,27,19,14,19,14,14,14
6,13898,14,7,3,9,3,7,11,7,10,3,10,17,10,21,4,17,10,17,10,17
6,13900,6,15,15,21,6,15,2,21,2,15,2,2,2,17,3,17,2,2,33,3
6,13930,14,12,3,17,15,12,13,12,9,3,9,13,11,17,17,11,14,10,12,11
6,13935,12,9,9,11,4,9,19,6,10,9,9,12,9,15,15,15,9,15,9,15
6,13940,11,7,7,11,6,7,10,9,1,7,4,4,4,11,6,11,6,4,4,9
6,13942,4,1,1,3,6,1,5,2,4,1,2,2,2,3,2,3,2,2,2,2
6,14174,2,1,3,2,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1
6,14571,6,6,5,7,5,6,1,3,3,5,2,2,2,4,4,4,7,7,2,2
6,14948,6,7,5,5,7,7,5,5,6,5,2,2,2,2,2,2,2,2,2,2
6,15367,8,8,8,8,4,8,8,5,4,8,4,8,8,10,8,8,8,8,8,8
6,15858,10,6,6,10,8,6,7,4,8,6,1,1,1,8,4,4,4,4,8,4
6,15990,15,15,9,16,15,15,7,2,13,9,10,13,13,13,13,13,13,13,5,4
6,16043,13,13,13,13,16,13,13,6,16,13,13,13,13,13,13,13,13,13,13,6
6,16044,12,6,6,12,7,6,1,1,7,6,7,7,7,7,7,12,12,7,7,7
6,16105,21,21,21,21,11,21,11,10,11,21,24,24,11,28,14,28,3,18,7,3
6,16106,20,13,20,20,20,13,21,9,20,20,12,23,9,14,12,14,12,14,14,12
6,16107,5,5,5,5,5,5,6,3,5,5,4,5,4,4,4,4,4,4,4,4
6,16108,17,17,17,17,9,17,17,9,8,17,17,17,17,17,17,17,17,17,17,17
6,16110,7,10,8,10,10,10,4,5,8,8,4,7,2,7,7,7,7,4,5,7
6,16111,20,17,17,22,16,17,14,5,14,17,9,17,15,28,23,28,28,14,28,28
6,16112,19,17,17,17,8,17,14,17,7,17,5,5,10,16,10,21,16,11,11,11
6,16114,26,26,26,40,20,26,21,27,34,26,34,34,34,34,34,40,34,34,28,27
6,16115,27,15,18,28,2,15,13,26,15,18,3,3,3,4,3,15,15,15,3,3
6,16117,23,8,30,9,6,8,16,23,14,30,8,8,8,16,8,25,16,8,25,17
6,16118,16,9,5,4,6,9,14,5,8,5,14,14,8,14,14,16,14,14,16,10
6,16119,23,11,2,14,13,11,21,2,13,2,19,28,16,28,28,19,29,24,19,10
6,16140,15,9,9,17,17,9,3,15,17,9,15,15,15,17,15,15,17,15,15,7
6,16144,11,6,9,11,3,6,16,15,8,9,11,11,11,14,11,7,18,7,11,11
6,16195,10,10,10,10,5,10,10,5,5,10,4,4,3,4,4,4,4,4,4,4
6,16198,18,4,8,18,6,4,18,7,9,8,10,9,9,13,13,13,13,3,9,10
6,16199,22,12,16,22,9,12,17,7,12,16,10,16,16,22,18,18,22,11,12,12
6,16243,17,13,9,17,10,13,20,7,17,9,10,16,9,14,20,14,20,20,14,14
6,16244,3,6,3,9,4,6,12,11,10,3,12,19,4,22,22,14,14,13,21,21
6,16337,5,3,2,5,2,3,5,3,2,2,5,3,3,3,3,3,3,3,3,3
6,16455,4,2,5,4,4,2,4,2,2,5,2,2,2,2,4,4,2,4,2,2
6,18740,9,3,6,8,1,3,6,6,2,6,5,5,5,5,5,5,5,5,5,2
6,21914,8,3,2,4,4,3,5,7,1,2,2,2,2,3,5,4,2,2,2,2
6,22449,11,7,5,9,7,7,11,7,7,5,7,7,7,7,4,9,7,9,3,3
6,22450,22,22,16,16,15,22,22,11,15,16,10,10,11,10,6,15,11,15,10,10
6,22451,13,14,11,11,2,14,9,6,7,11,7,8,7,7,7,7,7,7,7,7
6,23174,2,5,5,5,3,5,5,5,3,5,3,2,5,5,5,5,5,1,2,2
6,23756,9,7,7,15,7,7,15,17,7,7,13,14,7,14,14,7,14,7,14,14
6,24630,6,5,7,6,4,5,5,3,1,7,2,5,2,5,5,5,5,3,2,2
6,24631,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1
6,25108,7,4,3,7,3,4,7,4,3,3,7,4,4,7,8,4,7,5,7,4
6,25792,3,2,2,2,1,2,2,2,1,2,2,2,2,3,3,2,3,2,2,2
6,25793,4,4,5,5,1,4,4,4,4,5,4,4,4,9,9,4,9,4,4,4
6,26345,11,3,6,11,1,3,11,12,1,6,4,4,4,4,4,4,4,4,4,3
6,26346,23,11,11,25,12,11,12,11,12,11,22,22,22,22,22,22,22,22,22,10
6,27654,31,10,17,15,9,10,19,11,26,17,5,22,29,38,38,32,38,18,32,32
6,27656,7,4,4,7,7,4,7,3,4,4,3,7,3,7,7,7,7,7,3,4
6,27657,11,5,4,11,11,5,11,6,5,4,6,11,6,11,11,11,11,11,6,6
6,28113,6,6,6,3,6,6,5,2,6,6,3,3,3,3,3,3,5,3,3,3
6,28114,3,3,3,1,3,3,3,2,3,3,1,1,1,1,1,1,3,1,1,1
6,28419,13,8,9,4,3,8,10,13,4,9,9,12,10,13,13,13,13,13,10,10
6,29028,9,7,8,10,10,7,10,9,10,8,7,7,7,7,7,10,7,10,7,6
6,29029,11,8,8,9,7,8,4,7,7,8,3,7,3,13,10,11,10,12,10,7
6,29149,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1
6,29529,16,2,8,16,1,2,9,9,14,8,1,1,1,8,1,1,1,1,1,1
6,29530,10,5,5,10,5,5,9,10,5,5,5,5,5,5,5,5,5,5,5,5
6,29709,13,8,10,13,4,8,13,9,8,10,12,17,14,9,14,17,17,12,12,17
6,29713,25,25,25,25,20,25,13,13,8,25,12,12,12,25,25,25,25,25,12,12
6,29991,15,15,15,15,1,15,15,14,7,15,6,6,6,6,6,6,6,6,6,6
6,29992,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
6,30002,9,9,15,15,1,9,9,3,1,15,12,6,6,12,12,12,12,6,13,12
6,30545,8,5,5,8,8,5,8,8,5,5,4,1,1,4,1,1,1,1,1,1
6,30546,14,7,7,14,7,7,14,14,7,7,6,13,13,13,14,6,13,13,6,6
6,30682,9,2,2,8,10,2,5,8,6,2,3,4,3,3,3,3,3,3,3,3
6,30685,1,1,14,8,8,1,8,3,13,14,7,7,14,14,14,14,14,14,15,16
6,30686,15,30,32,33,31,30,32,33,1,32,32,32,32,32,33,32,32,32,33,32
6,30688,20,4,12,20,9,4,18,8,8,12,20,16,20,20,20,21,20,23,21,20
6,31189,21,16,21,21,18,16,22,27,17,21,11,11,6,11,11,11,21,11,11,11
6,31573,5,5,5,3,2,5,5,2,5,5,5,2,5,5,5,5,5,5,5,5
6,31574,15,20,20,8,17,20,19,12,24,20,24,17,20,15,20,15,19,20,20,20
6,31575,7,10,10,1,21,10,18,6,9,10,21,22,17,7,18,13,12,17,17,17
6,31579,11,10,10,6,1,10,4,5,10,10,7,13,7,7,7,7,7,7,13,6
6,32478,15,5,2,10,8,5,4,2,3,2,5,10,6,5,6,4,5,5,4,4
6,32526,9,9,4,11,5,9,9,10,5,4,4,4,4,4,4,4,4,4,4,4
6,33127,4,3,1,4,2,3,6,5,2,1,3,3,1,4,3,3,3,3,1,1
6,33129,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2
6,33562,9,5,9,9,9,5,9,9,9,9,5,5,5,5,5,6,5,5,10,5
6,33563,6,3,2,6,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1
6,34167,3,5,5,4,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3
6,34168,4,5,4,4,5,5,7,6,3,4,2,2,2,2,2,2,2,2,2,2
6,34280,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2
6,34559,16,8,15,8,11,8,15,7,11,15,7,15,3,15,15,15,15,1,8,15
6,34560,9,10,14,8,8,10,13,11,8,14,3,8,8,5,5,14,14,8,8,8
6,34561,6,8,1,3,4,8,4,8,1,1,1,1,1,2,3,6,6,3,4,1
6,34575,2,9,10,1,9,9,1,1,8,10,1,1,1,1,1,1,9,1,1,1
6,36468,13,14,12,14,6,14,7,7,7,12,6,11,5,6,13,5,11,5,5,1
6,37264,5,4,4,5,4,4,5,4,2,4,3,3,4,2,3,2,3,1,2,2
6,37443,3,3,3,5,3,3,3,2,2,3,1,3,3,1,3,3,3,1,1,1
6,37513,23,23,23,23,23,23,13,11,23,23,25,23,23,25,25,23,25,25,25,25
6,37514,13,5,5,12,12,5,2,3,12,5,30,31,30,30,22,30,30,30,23,22
6,37517,13,9,7,18,17,9,25,4,10,7,21,35,20,40,40,27,40,40,20,11
6,37518,18,6,10,24,24,6,35,9,9,10,18,35,25,35,35,25,35,35,25,16
6,37519,2,4,10,29,4,4,17,11,11,10,13,17,17,17,28,28,28,6,17,28
6,37583,12,7,5,12,4,7,11,4,4,5,2,11,6,7,7,6,12,4,4,6
6,37719,22,4,13,15,12,4,22,22,16,13,9,9,12,16,16,9,9,5,12,5
6,38491,9,7,7,7,3,7,5,3,3,7,7,3,3,7,3,7,7,3,3,3
6,38492,10,10,10,14,6,10,11,7,8,10,10,7,7,11,8,10,10,7,11,7
6,38493,9,9,8,18,9,9,17,9,9,8,9,9,9,9,9,10,10,9,18,9
6,40213,12,6,3,12,6,6,4,6,6,3,10,10,10,10,10,10,10,10,10,10
6,40792,19,13,13,17,5,13,18,9,22,13,18,17,5,31,29,36,18,19,36,18
6,41360,7,3,3,9,7,3,9,2,1,3,6,18,15,14,20,14,20,20,20,14
6,41361,12,18,13,15,9,18,15,9,10,13,12,12,18,18,18,18,18,18,18,18
6,41362,7,7,2,4,4,7,4,3,3,2,7,7,7,7,7,7,7,7,7,7
6,41673,3,5,4,5,5,5,3,5,5,4,3,5,5,2,5,2,5,2,2,2
6,41674,1,3,3,3,3,3,1,2,3,3,1,3,3,2,3,2,3,2,2,1
6,41915,3,3,3,3,1,3,6,3,3,3,1,1,2,4,5,3,3,5,1,2
6,44057,5,5,6,5,4,5,6,3,4,6,3,3,3,5,3,3,3,3,3,3
6,44825,8,5,6,5,8,5,8,7,8,6,2,4,5,8,4,4,4,2,4,4
6,44959,6,4,4,6,1,4,3,6,1,4,1,1,1,1,1,1,1,1,1,1
6,47758,17,17,17,17,12,17,17,9,9,17,17,16,9,17,17,18,18,9,17,9
6,47759,32,25,25,32,16,25,30,21,16,25,32,32,15,32,33,32,32,22,32,15
6,47760,10,4,4,7,3,4,7,7,3,4,13,20,7,20,13,20,13,13,13,7
6,47766,5,12,11,15,11,12,16,16,14,11,11,24,9,21,24,34,33,18,28,32
6,48056,5,3,5,8,4,3,5,2,4,5,5,2,2,5,5,5,5,4,2,2
6,48929,4,3,1,4,4,3,4,2,6,1,4,1,1,3,1,1,3,1,3,2
6,49073,1,2,2,1,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1
6,49074,3,1,1,3,2,1,4,3,4,1,2,2,2,2,2,2,2,2,2,2
6,50266,4,5,4,5,4,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4
6,50330,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,50848,9,9,16,13,9,9,3,6,19,16,2,2,2,8,2,5,12,9,9,8
6,50853,12,8,6,12,10,8,5,5,10,6,9,15,9,16,13,16,9,9,15,2
6,50854,18,14,4,18,13,14,15,14,13,4,9,13,8,13,18,7,9,14,14,11
6,50861,24,23,13,23,2,23,24,23,1,13,17,17,31,16,32,32,34,16,32,33
6,50862,16,10,16,12,18,10,13,10,12,16,6,8,2,18,12,9,15,7,9,17
6,51760,6,1,1,5,2,1,1,3,5,1,4,1,1,4,1,1,1,1,1,1
6,52612,17,18,13,9,9,18,9,8,7,13,12,10,17,21,17,21,17,17,17,8
6,52613,17,1,9,15,8,1,3,2,10,9,10,9,11,11,11,11,11,11,11,2
